EmpID | StartDate | ExitDate | Title | BusinessUnit | EmployeeStatus | PayZone | EmployeeClassificationType | TerminationType | Division | State | JobFunctionDescription | Performance Score | Current Employee Rating | LastName | DOB | 
2923 | 12-Feb-22 | 22-Sep-22 | Production Technician I | CCDR | Active | Zone A | Part-Time | Voluntary | Field Operations | MA | Technician | Needs Improvement | 4 | Spence | 1980 | 
2924 | 23-Mar-21 | 20-Jul-23 | Production Technician I | EW | Voluntarily Terminated | Zone B | Part-Time | Retirement | Field Operations | MA | Foreman | Exceeds | 5 | Garrison | 1979 | 
2925 | 30-Aug-18 | 11-Jul-21 | Production Technician II | CCDR | Active | Zone B | Temporary | Involuntary | General - Sga | MA | Administrator | Exceeds | 4 | Andersen | 1972 | 
2926 | 10-Dec-22 | 02-Jul-23 | Production Technician II | SVG | Leave of Absence | Zone B | Temporary | Voluntary | Field Operations | MA | Driver | Needs Improvement | 5 | Valdez | 1999 | 
2927 | 04-Feb-23 | 25-Jul-23 | Production Technician II | EW | Leave of Absence | Zone A | Part-Time | Voluntary | General - Sga | MA | Supervisor | Exceeds | 1 | Sanford | 1982 | 
2928 | 10-Jan-21 |  | Production Technician II | MSC | Active | Zone B | Part-Time | Unk | General - Con | MA | Lineman | Fully Meets | 5 | Bolton | 1972 | 
2929 | 19-Aug-20 | 14-Nov-21 | Production Technician II | TNS | Voluntarily Terminated | Zone B | Temporary | Voluntary | Field Operations | MA | Laborer | Needs Improvement | 2 | Watson | 1986 | 
2930 | 21-Apr-23 |  | Production Technician II | PYZ | Active | Zone A | Full-Time | Unk | Wireless | MA | Supervisor | Exceeds | 2 | Galvan | 1999 | 
2931 | 29-Jan-20 | 09-Jan-21 | Production Technician I | MSC | Terminated for Cause | Zone B | Temporary | Retirement | Field Operations | MA | Technician | Exceeds | 2 | Chan | 1969 | 
2932 | 19-Aug-21 | 25-May-23 | Production Technician I | TNS | Terminated for Cause | Zone A | Full-Time | Involuntary | Finance & Accounting | MA | Intern | Fully Meets | 4 | Moss | 1948 | 
2933 | 18-Mar-21 |  | Production Technician I | PYZ | Active | Zone A | Part-Time | Unk | Wireline Construction | MA | Laborer | Needs Improvement | 1 | Mcdowell | 1949 | 
2934 | 24-Oct-21 | 29-Aug-22 | Production Technician I | WBL | Active | Zone B | Temporary | Resignation | Field Operations | MA | Laborer | Fully Meets | 2 | Ewing | 1963 | 
2935 | 03-Oct-20 | 06-May-23 | Production Technician I | NEL | Active | Zone B | Part-Time | Involuntary | Wireline Construction | MA | Groundman | Fully Meets | 5 | Yates | 1995 | 
2936 | 21-Feb-23 |  | Production Technician I | PL | Active | Zone C | Part-Time | Unk | General - Con | MA | Lineman | Needs Improvement | 1 | Hayes | 1984 | 
2937 | 01-Aug-20 |  | Production Technician I | BPC | Active | Zone A | Temporary | Unk | Yard (Material Handling) | MA | Supervisor | Needs Improvement | 2 | Wilkerson | 1952 | 
2938 | 08-Jan-23 | 10-May-23 | Production Technician I | CCDR | Active | Zone C | Full-Time | Involuntary | Aerial | MA | Lineman | Needs Improvement | 1 | Steele | 1972 | 
2939 | 26-Jul-22 | 08-Nov-22 | Production Technician I | SVG | Active | Zone B | Full-Time | Resignation | General - Eng | MA | Administrative | Needs Improvement | 2 | Moyer | 1980 | 
2940 | 31-Aug-20 | 09-Jun-23 | Production Technician I | EW | Active | Zone A | Part-Time | Resignation | Yard (Material Handling) | MA | Supervisor | Needs Improvement | 5 | Taylor | 1972 | 
2941 | 05-Nov-22 | 22-Feb-23 | Production Technician I | MSC | Active | Zone B | Full-Time | Involuntary | Engineers | MA | Engineer | Needs Improvement | 2 | Larson | 1994 | 
2942 | 30-May-19 | 08-Jan-20 | Production Technician I | TNS | Active | Zone C | Part-Time | Retirement | General - Sga | MA | Technician | Needs Improvement | 2 | Hammond | 1949 | 
2943 | 09-Dec-19 |  | Production Technician I | PYZ | Active | Zone B | Part-Time | Unk | General - Sga | MA | Laborer | Needs Improvement | 2 | Krause | 1963 | 
2944 | 10-May-19 |  | Production Technician I | WBL | Active | Zone C | Part-Time | Unk | General - Eng | MA | Engineer | Needs Improvement | 1 | Galloway | 1952 | 
2945 | 03-Sep-19 | 18-Mar-22 | Production Technician I | NEL | Voluntarily Terminated | Zone B | Temporary | Voluntary | Aerial | MA | Foreman | Needs Improvement | 4 | Mckinney | 1976 | 
2946 | 13-Sep-18 |  | Production Technician II | BPC | Active | Zone A | Full-Time | Unk | Splicing | MA | Technician | Needs Improvement | 2 | Waller | 1984 | 
2947 | 10-Jun-21 |  | Production Technician II | CCDR | Active | Zone C | Temporary | Unk | Wireline Construction | MA | Foreman | Fully Meets | 1 | Bradley | 1958 | 
2948 | 08-Oct-19 | 16-Jun-23 | Production Technician II | SVG | Leave of Absence | Zone B | Temporary | Involuntary | Shop (Fleet) | MA | Manager | Needs Improvement | 2 | Soto | 1999 | 
2949 | 03-Jun-21 | 14-Apr-23 | Production Technician II | EW | Leave of Absence | Zone A | Temporary | Voluntary | Splicing | MA | Splicer | Fully Meets | 4 | Vasquez | 1957 | 
2950 | 14-Sep-18 | 04-Jan-19 | Production Technician II | MSC | Voluntarily Terminated | Zone C | Temporary | Involuntary | People Services | MA | Manager | Needs Improvement | 4 | Rocha | 1943 | 
2951 | 26-May-19 |  | Production Technician II | TNS | Active | Zone C | Part-Time | Unk | General - Con | MA | Foreman | Fully Meets | 2 | David | 1943 | 
2952 | 05-Jul-19 |  | Production Technician II | PYZ | Active | Zone C | Full-Time | Unk | General - Eng | MA | Technician | Fully Meets | 4 | Alvarado | 1952 | 
2953 | 05-Nov-19 |  | Production Technician I | TNS | Active | Zone B | Full-Time | Unk | Field Operations | MA | Technician | Fully Meets | 5 | Morgan | 1957 | 
2954 | 22-Jul-19 | 18-Oct-21 | Production Technician I | WBL | Active | Zone B | Part-Time | Voluntary | Field Operations | MA | Coordinator | Fully Meets | 2 | Ramsey | 1955 | 
2955 | 21-Sep-20 | 22-Mar-23 | Production Technician I | PYZ | Active | Zone A | Part-Time | Retirement | General - Con | MA | Technician | Fully Meets | 1 | Ray | 1959 | 
2956 | 11-Nov-19 |  | Production Technician I | WBL | Active | Zone C | Full-Time | Unk | Engineers | MA | Project Manager | Fully Meets | 2 | Espinoza | 1999 | 
2957 | 08-Feb-21 |  | Production Technician I | NEL | Active | Zone B | Temporary | Unk | Field Operations | MA | Foreman | Fully Meets | 1 | Barry | 1960 | 
2958 | 01-Jun-20 |  | Production Technician I | PL | Active | Zone C | Full-Time | Unk | People Services | MA | Administration | Fully Meets | 4 | Herring | 1945 | 
2959 | 26-Oct-22 | 01-Nov-22 | Production Technician I | BPC | Terminated for Cause | Zone A | Temporary | Resignation | Aerial | MA | Lineman | Fully Meets | 2 | Cardenas | 1942 | 
2960 | 12-Feb-19 | 17-Apr-23 | Production Technician I | CCDR | Active | Zone C | Part-Time | Resignation | General - Con | MA | Technician | Fully Meets | 2 | Cruz | 1976 | 
2961 | 19-Oct-22 | 22-Jul-23 | Production Technician I | SVG | Active | Zone A | Full-Time | Voluntary | Field Operations | MA | Laborer | Fully Meets | 2 | Floyd | 1977 | 
2962 | 12-Dec-19 |  | Production Technician I | EW | Active | Zone A | Full-Time | Unk | Engineers | MA | Technician | Fully Meets | 1 | Johnston | 1982 | 
2963 | 29-Nov-21 |  | Production Technician I | MSC | Active | Zone B | Full-Time | Unk | Field Operations | MA | Driver | Fully Meets | 2 | Snyder | 1975 | 
2964 | 15-May-21 |  | Production Technician I | TNS | Active | Zone B | Full-Time | Unk | Field Operations | MA | Driller | Fully Meets | 2 | Proctor | 1958 | 
2965 | 27-Jan-23 | 06-May-23 | Production Technician I | PYZ | Active | Zone B | Temporary | Involuntary | Field Operations | MA | Driller | Fully Meets | 1 | Stout | 1957 | 
2966 | 03-Jul-20 | 02-Jul-23 | Production Technician I | WBL | Active | Zone A | Temporary | Voluntary | Aerial | MA | Laborer | Fully Meets | 4 | Bradley | 1961 | 
2967 | 26-Dec-22 | 25-Jun-23 | Production Technician I | NEL | Active | Zone A | Part-Time | Retirement | Field Operations | MA | Administrator | Fully Meets | 4 | Smith | 1983 | 
2968 | 23-Dec-18 |  | Production Technician I | CCDR | Active | Zone B | Temporary | Unk | General - Con | MA | Technician | Fully Meets | 4 | Biden | 1981 | 
2969 | 28-Sep-20 | 16-Oct-21 | Production Technician II | WBL | Voluntarily Terminated | Zone A | Part-Time | Voluntary | General - Con | MA | Laborer | Fully Meets | 2 | Peters | 1987 | 
2970 | 16-Sep-20 | 10-Sep-21 | Production Technician I | MSC | Active | Zone B | Temporary | Voluntary | General - Con | MA | Clerk | Fully Meets | 5 | Gold | 1982 | 
2971 | 09-Feb-20 | 14-Mar-21 | Production Technician II | TNS | Active | Zone C | Temporary | Involuntary | Aerial | MA | Splicer | Fully Meets | 1 | McCarthy | 1996 | 
2972 | 13-Feb-23 |  | Production Technician I | TNS | Active | Zone B | Part-Time | Unk | General - Con | MA | Laborer | Fully Meets | 1 | Robinson | 1948 | 
2973 | 01-Dec-19 |  | Production Technician I | SVG | Active | Zone C | Part-Time | Unk | General - Con | MA | Flagger | Fully Meets | 5 | Williams | 1951 | 
2974 | 04-Nov-22 |  | Production Technician I | SVG | Active | Zone C | Part-Time | Unk | Field Operations | MA | Laborer | Fully Meets | 5 | Peterson | 1945 | 
2975 | 14-Apr-21 | 22-Jun-22 | Production Technician I | WBL | Active | Zone A | Temporary | Voluntary | Billable Consultants | MA | Engineer | Fully Meets | 4 | Knapp | 1948 | 
2976 | 13-Aug-21 | 12-Oct-21 | Production Technician I | TNS | Leave of Absence | Zone A | Temporary | Involuntary | Field Operations | MA | Laborer | Fully Meets | 1 | Newman | 1992 | 
2977 | 28-Aug-20 |  | Production Technician II | NEL | Active | Zone A | Temporary | Unk | Yard (Material Handling) | MA | Supervisor | Fully Meets | 2 | Burkett | 1987 | 
2978 | 16-Aug-22 |  | Production Technician I | CCDR | Active | Zone C | Part-Time | Unk | Yard (Material Handling) | MA | Supervisor | Fully Meets | 4 | Athwal | 1981 | 
2979 | 26-Feb-22 |  | Production Technician I | PL | Active | Zone A | Temporary | Unk | Field Operations | MA | Laborer | Fully Meets | 2 | Mahoney | 2001 | 
2980 | 30-Dec-19 |  | Production Technician I | SVG | Active | Zone A | Temporary | Unk | General - Con | MA | Technician | Fully Meets | 2 | Tinto | 1957 | 
2981 | 23-Jul-22 | 06-Mar-23 | Production Technician I | TNS | Active | Zone B | Full-Time | Voluntary | Aerial | MA | Foreman | Fully Meets | 1 | Cierpiszewski | 1979 | 
2982 | 14-Oct-18 |  | Production Technician II | WBL | Active | Zone B | Temporary | Unk | Field Operations | MA | Technician | Fully Meets | 2 | Foreman | 1952 | 
2983 | 20-Feb-21 |  | Production Technician II | PL | Active | Zone C | Temporary | Unk | Splicing | MA | Lineman | Fully Meets | 2 | Walker | 1962 | 
2984 | 28-Mar-20 | 21-Nov-20 | Production Technician II | PYZ | Active | Zone B | Temporary | Voluntary | Engineers | MA | Engineer | Fully Meets | 5 | Jeannite | 1975 | 
2985 | 05-Feb-19 | 10-Jul-20 | Production Technician I | SVG | Active | Zone A | Part-Time | Retirement | General - Sga | MA | Supervisor | Fully Meets | 1 | Heitzman | 1970 | 
2986 | 19-Apr-23 |  | Production Technician I | NEL | Active | Zone B | Temporary | Unk | General - Eng | MA | Coordinator | Fully Meets | 1 | Ferreira | 1971 | 
2987 | 24-Sep-20 |  | Production Technician I | TNS | Active | Zone B | Full-Time | Unk | Shop (Fleet) | MA | Welder | Fully Meets | 4 | Dickinson | 1966 | 
2988 | 14-Nov-20 | 15-Jan-23 | Production Technician I | MSC | Active | Zone A | Part-Time | Resignation | General - Con | MA | Lineman | Fully Meets | 1 | Gentry | 1972 | 
2989 | 16-Sep-21 |  | Production Technician I | TNS | Active | Zone B | Temporary | Unk | Engineers | MA | Project Manager | Fully Meets | 4 | Kramer | 1942 | 
2990 | 21-Apr-19 |  | Production Technician I | PYZ | Active | Zone C | Part-Time | Unk | General - Con | MA | Laborer | Fully Meets | 2 | Perry | 1999 | 
2991 | 13-Mar-20 |  | Production Technician I | WBL | Active | Zone A | Full-Time | Unk | General - Con | MA | Technician | Exceeds | 2 | Drake | 1999 | 
2992 | 16-Apr-22 | 20-Apr-23 | Production Technician I | NEL | Active | Zone A | Part-Time | Resignation | Field Operations | MA | Laborer | Fully Meets | 4 | Copeland | 1973 | 
2993 | 18-Mar-19 | 23-Nov-22 | Production Technician I | PL | Active | Zone A | Full-Time | Involuntary | General - Con | MA | Technician | Fully Meets | 4 | Nunez | 1946 | 
2994 | 18-Feb-22 |  | Production Technician I | BPC | Active | Zone B | Temporary | Unk | Engineers | MA | Engineer | Fully Meets | 4 | Walter | 1953 | 
2995 | 03-Sep-18 | 29-Nov-18 | Production Technician I | CCDR | Active | Zone A | Full-Time | Resignation | General - Con | MA | Technician | Needs Improvement | 4 | Haas | 1954 | 
2996 | 15-Jun-22 | 16-Aug-22 | Production Technician I | SVG | Active | Zone B | Temporary | Involuntary | General - Con | MA | Locator | Fully Meets | 4 | Robertson | 1989 | 
2997 | 14-Feb-22 |  | Production Technician I | EW | Active | Zone B | Part-Time | Unk | General - Con | MA | Operator | Fully Meets | 2 | Ford | 1985 | 
2998 | 09-Jul-23 |  | Production Technician I | MSC | Active | Zone C | Part-Time | Unk | General - Con | MA | Groundman | Needs Improvement | 1 | Cherry | 1968 | 
2999 | 28-Oct-18 | 04-Aug-19 | Production Technician I | TNS | Active | Zone B | Part-Time | Voluntary | Field Operations | MA | Project Manager | Fully Meets | 2 | Cardenas | 1970 | 
3000 | 09-Jul-22 |  | Production Technician I | PYZ | Active | Zone B | Full-Time | Unk | Isp | MA | Technician | Fully Meets | 1 | Hicks | 1973 | 
3001 | 27-Sep-18 | 12-Dec-22 | Production Technician I | WBL | Active | Zone C | Part-Time | Retirement | General - Con | MA | Laborer | Fully Meets | 5 | Sandoval | 1942 | 
3002 | 27-Oct-20 |  | Production Technician II | BPC | Active | Zone A | Part-Time | Unk | General - Con | MA | Laborer | Fully Meets | 2 | Dougherty | 1991 | 
3003 | 01-Oct-21 |  | Production Technician II | CCDR | Active | Zone A | Part-Time | Unk | Field Operations | MA | Groundman | Fully Meets | 5 | Greer | 1990 | 
3004 | 29-Aug-19 | 19-Jun-22 | Production Technician II | EW | Active | Zone B | Full-Time | Retirement | General - Con | MA | Laborer | Fully Meets | 5 | Velez | 1996 | 
3005 | 29-Dec-20 |  | Production Technician II | MSC | Active | Zone C | Part-Time | Unk | General - Con | MA | Technician | Fully Meets | 2 | Wilson | 1943 | 
3006 | 04-Oct-22 |  | Production Technician II | NEL | Active | Zone C | Full-Time | Unk | Field Operations | MA | Laborer | Fully Meets | 1 | Underwood | 1968 | 
3007 | 21-Mar-19 | 25-Sep-22 | Production Technician II | PL | Active | Zone A | Full-Time | Resignation | General - Con | MA | Technician | Fully Meets | 2 | Powell | 1949 | 
3008 | 03-Apr-20 | 27-Dec-21 | Production Technician II | PYZ | Active | Zone A | Full-Time | Involuntary | General - Sga | MA | Construction Manager | Fully Meets | 4 | Goodman | 1977 | 
3009 | 02-Jun-19 | 14-Jul-21 | Production Technician I | EW | Active | Zone C | Part-Time | Resignation | Billable Consultants | MA | Engineer | Fully Meets | 2 | Kelly | 1997 | 
3010 | 31-May-19 | 04-Sep-20 | Production Technician I | MSC | Leave of Absence | Zone C | Temporary | Retirement | General - Con | MA | Flagger | Fully Meets | 1 | Velazquez | 1947 | 
3011 | 06-Jan-20 | 04-May-20 | Production Technician I | TNS | Leave of Absence | Zone A | Full-Time | Involuntary | Engineers | MA | Engineer | Fully Meets | 5 | Becker | 1954 | 
3012 | 19-Aug-18 | 18-Feb-21 | Production Technician I | BPC | Leave of Absence | Zone A | Temporary | Retirement | General - Sga | MA | Manager | Exceeds | 1 | Sanford | 1950 | 
3013 | 18-May-19 |  | Production Technician I | CCDR | Active | Zone C | Full-Time | Unk | Splicing | MA | Splicer | PIP | 1 | Ritter | 1982 | 
3014 | 23-Nov-22 | 09-Dec-22 | Production Technician I | EW | Active | Zone B | Temporary | Resignation | Field Operations | MA | Flagger | PIP | 2 | Gamble | 1967 | 
3015 | 02-Dec-20 |  | Production Technician I | MSC | Active | Zone C | Part-Time | Unk | General - Sga | MA | Clerk | PIP | 2 | Middleton | 1976 | 
3016 | 05-Jan-22 |  | Production Technician I | NEL | Active | Zone A | Part-Time | Unk | Finance & Accounting | MA | Accounting | PIP | 4 | Hunter | 2000 | 
3017 | 16-Apr-23 | 04-Aug-23 | Production Technician I | PL | Active | Zone B | Full-Time | Voluntary | Field Operations | MA | Laborer | PIP | 5 | Gibson | 1994 | 
3018 | 10-Oct-20 | 23-Jun-23 | Production Technician I | PYZ | Active | Zone C | Part-Time | Retirement | Project Management - Con | MA | Manager | PIP | 2 | Jenkins | 1974 | 
3019 | 15-Apr-22 | 04-Jul-23 | Production Technician I | SVG | Active | Zone B | Full-Time | Voluntary | Finance & Accounting | MA | Administrative | PIP | 2 | Morrow | 1979 | 
3020 | 25-Jul-23 |  | Production Technician I | TNS | Active | Zone C | Part-Time | Unk | General - Con | MA | Technician | PIP | 2 | Brady | 1944 | 
3021 | 31-Aug-20 |  | Production Technician I | WBL | Active | Zone A | Temporary | Unk | Wireline Construction | MA | Administrative | PIP | 2 | Braun | 1987 | 
3022 | 10-Oct-18 | 17-May-20 | Production Technician I | BPC | Active | Zone C | Full-Time | Retirement | Splicing | MA | Laborer | PIP | 1 | Chang | 1976 | 
3023 | 15-Jan-19 | 03-Apr-21 | Production Technician II | TNS | Voluntarily Terminated | Zone B | Part-Time | Retirement | General - Con | MA | Technician | PIP | 2 | Lucas | 1958 | 
3024 | 26-Dec-21 |  | Production Technician II | BPC | Active | Zone A | Full-Time | Unk | Project Management - Con | MA | Supervisor | Fully Meets | 2 | Scott | 1962 | 
3025 | 23-May-22 |  | Production Technician II | CCDR | Active | Zone C | Temporary | Unk | Project Management - Con | MA | Technician | Fully Meets | 1 | Miranda | 1999 | 
3026 | 23-Aug-22 |  | Production Technician II | EW | Active | Zone C | Part-Time | Unk | Project Management - Con | MA | Lineman | Fully Meets | 2 | Garrison | 1943 | 
3027 | 27-May-23 | 28-Jul-23 | Production Technician II | MSC | Active | Zone A | Full-Time | Voluntary | General - Eng | MA | Administrative | Fully Meets | 5 | Woods | 1943 | 
3028 | 10-Aug-18 | 25-Jul-21 | Production Technician II | NEL | Voluntarily Terminated | Zone B | Temporary | Resignation | Engineers | MA | Engineer | Fully Meets | 2 | Phelps | 2000 | 
3029 | 24-Oct-21 | 03-Feb-23 | Production Technician II | PL | Active | Zone C | Full-Time | Voluntary | Finance & Accounting | MA | Clerk | Fully Meets | 4 | Burnett | 1959 | 
3030 | 05-Jul-22 | 03-Jan-23 | Production Technician II | PYZ | Active | Zone C | Part-Time | Voluntary | Wireline Construction | MA | Laborer | Fully Meets | 1 | Mcdowell | 1953 | 
3031 | 22-Jan-22 | 03-Mar-23 | Production Technician I | SVG | Active | Zone B | Temporary | Resignation | Project Management - Con | MA | Supervisor | Fully Meets | 1 | Brandt | 1960 | 
3032 | 27-Mar-23 | 23-Jul-23 | Production Technician I | EW | Leave of Absence | Zone A | Full-Time | Voluntary | General - Con | MA | Supervisor | Fully Meets | 2 | Schwartz | 1941 | 
3033 | 26-Aug-19 | 09-Mar-22 | Production Technician I | MSC | Leave of Absence | Zone C | Part-Time | Voluntary | Engineers | MA | Field Project Manager | Fully Meets | 2 | Salazar | 1946 | 
3034 | 16-Oct-21 |  | Production Technician I | TNS | Active | Zone B | Temporary | Unk | Field Operations | MA | Foreman | Fully Meets | 2 | Hayes | 1967 | 
3035 | 14-Jun-19 |  | Production Technician I | PYZ | Active | Zone C | Temporary | Unk | Engineers | MA | Director | Fully Meets | 1 | Snow | 1950 | 
3036 | 05-Jul-20 |  | Production Technician I | WBL | Active | Zone B | Temporary | Unk | Technology / It | MA | Administrator | Fully Meets | 2 | Potts | 1957 | 
3037 | 02-Mar-20 |  | Production Technician I | NEL | Active | Zone C | Full-Time | Unk | Field Operations | MA | Director | Fully Meets | 4 | Eaton | 1989 | 
3038 | 11-Nov-20 | 28-Apr-21 | Production Technician I | PL | Active | Zone B | Temporary | Involuntary | Field Operations | MA | Laborer | Fully Meets | 2 | Manning | 1955 | 
3039 | 22-Dec-19 |  | Production Technician I | BPC | Active | Zone B | Temporary | Unk | Project Management - Con | MA | Supervisor | Fully Meets | 5 | Johns | 1966 | 
3040 | 14-Dec-20 |  | Production Technician I | CCDR | Active | Zone A | Full-Time | Unk | Field Operations | MA | Groundman | Fully Meets | 5 | Torres | 1984 | 
3041 | 20-Jun-20 |  | Production Technician I | SVG | Active | Zone C | Full-Time | Unk | General - Con | MA | Laborer | Fully Meets | 2 | Morton | 2000 | 
3042 | 09-Jun-23 | 12-Jul-23 | Production Technician I | EW | Active | Zone B | Temporary | Resignation | Fielders | MA | Engineer | Exceeds | 4 | Gillespie | 1961 | 
3043 | 25-Sep-22 |  | Production Technician I | MSC | Active | Zone C | Full-Time | Unk | Catv | MA | Supervisor | Exceeds | 2 | Gilbert | 1963 | 
3044 | 26-Aug-20 | 30-Dec-20 | Production Technician I | TNS | Active | Zone B | Part-Time | Retirement | General - Con | MA | Laborer | Exceeds | 2 | Ruiz | 1966 | 
3045 | 28-Aug-19 |  | Production Technician I | PYZ | Active | Zone C | Temporary | Unk | General - Eng | MA | Engineer | Exceeds | 2 | Goodwin | 1968 | 
3046 | 02-Jun-23 | 09-Jul-23 | Production Technician II | TNS | Voluntarily Terminated | Zone A | Full-Time | Resignation | Wireline Construction | MA | Supervisor | Exceeds | 4 | Melton | 1983 | 
3047 | 12-Sep-18 |  | Production Technician II | PYZ | Active | Zone C | Full-Time | Unk | Engineers | MA | Administrative | Exceeds | 5 | Lowe | 1965 | 
3048 | 15-Jul-23 |  | Production Technician II | WBL | Active | Zone B | Part-Time | Unk | Isp | MA | Apprentice | Fully Meets | 2 | Horn | 1978 | 
3049 | 02-Jul-23 | 25-Jul-23 | Production Technician II | NEL | Active | Zone A | Temporary | Involuntary | General - Con | MA | Laborer | Fully Meets | 4 | Wagner | 1948 | 
3050 | 10-Feb-20 |  | Production Technician II | PL | Active | Zone C | Full-Time | Unk | Splicing | MA | Splicer | Fully Meets | 4 | Pruitt | 1970 | 
3051 | 27-Aug-21 | 01-May-22 | Production Technician II | BPC | Voluntarily Terminated | Zone B | Temporary | Voluntary | Underground | MA | Lineman | Fully Meets | 5 | Huerta | 1972 | 
3052 | 25-Jan-20 | 05-Feb-23 | Production Technician II | CCDR | Active | Zone A | Full-Time | Involuntary | General - Sga | MA | Project Coordinator | Fully Meets | 5 | Barajas | 1948 | 
3053 | 26-Mar-20 | 08-Oct-21 | Production Technician II | SVG | Active | Zone A | Full-Time | Resignation | General - Con | MA | Lineman | Fully Meets | 2 | Gregory | 1958 | 
3054 | 23-Oct-20 |  | Production Technician I | SVG | Active | Zone C | Full-Time | Unk | Field Operations | MA | Laborer | Fully Meets | 1 | Mccarthy | 1949 | 
3055 | 27-Dec-20 | 07-Dec-21 | Production Technician I | EW | Leave of Absence | Zone A | Part-Time | Retirement | Field Operations | MA | Technician | Fully Meets | 2 | Simon | 1987 | 
3056 | 21-Jun-22 |  | Production Technician I | MSC | Active | Zone A | Temporary | Unk | Wireless | MA | Manager | Fully Meets | 5 | Butler | 1943 | 
3057 | 09-Nov-22 | 09-Jul-23 | Production Technician I | TNS | Leave of Absence | Zone A | Temporary | Retirement | General - Con | MA | Laborer | Fully Meets | 4 | Duran | 1988 | 
3058 | 11-Feb-19 | 30-Jul-20 | Production Technician I | PYZ | Leave of Absence | Zone A | Temporary | Involuntary | Yard (Material Handling) | MA | Coordinator | Fully Meets | 1 | Cline | 1965 | 
3059 | 28-Mar-21 |  | Production Technician I | WBL | Active | Zone A | Temporary | Unk | Project Management - Con | MA | Coordinator | Fully Meets | 1 | Gallagher | 1972 | 
3060 | 29-Aug-20 |  | Production Technician I | NEL | Active | Zone A | Part-Time | Unk | Yard (Material Handling) | MA | Coordinator | Fully Meets | 2 | Galvan | 1951 | 
3061 | 03-Jan-23 | 05-Aug-23 | Production Technician I | PL | Active | Zone C | Full-Time | Resignation | Wireline Construction | MA | Foreman | Fully Meets | 4 | Odom | 1956 | 
3062 | 28-Nov-22 |  | Production Technician I | BPC | Active | Zone A | Temporary | Unk | General - Con | MA | Supervisor | Fully Meets | 1 | Dalton | 1987 | 
3063 | 22-Dec-21 | 03-Aug-23 | Production Technician I | CCDR | Active | Zone B | Part-Time | Voluntary | Field Operations | MA | Supervisor | Fully Meets | 5 | Henry | 1983 | 
3064 | 08-Jul-23 |  | Production Technician I | SVG | Active | Zone A | Full-Time | Unk | Field Operations | MA | Laborer | Fully Meets | 4 | Pennington | 1962 | 
3065 | 21-Apr-21 | 21-Sep-21 | Production Technician I | EW | Active | Zone A | Temporary | Resignation | Field Operations | MA | Tower Hand | Fully Meets | 4 | Salazar | 1976 | 
3066 | 28-Jul-22 | 20-Oct-22 | Production Technician I | MSC | Active | Zone B | Full-Time | Retirement | Field Operations | MA | Operator | Fully Meets | 1 | Davis | 1967 | 
3067 | 05-Nov-19 |  | Production Technician I | TNS | Active | Zone B | Part-Time | Unk | Field Operations | MA | Technician | Fully Meets | 4 | Lewis | 1982 | 
3068 | 22-May-22 | 08-Dec-22 | Production Technician I | PYZ | Terminated for Cause | Zone A | Temporary | Resignation | Finance & Accounting | MA | Assistant | Fully Meets | 5 | Nunez | 1947 | 
3069 | 19-Oct-19 | 03-Dec-21 | Production Technician II | WBL | Active | Zone A | Temporary | Involuntary | General - Con | MA | Clerk | Fully Meets | 4 | Donaldson | 1999 | 
3070 | 25-Dec-19 | 24-Jul-21 | Production Technician II | BPC | Active | Zone C | Temporary | Involuntary | Wireline Construction | MA | Laborer | Fully Meets | 1 | Shelton | 1972 | 
3071 | 04-Nov-22 | 26-Nov-22 | Production Technician II | CCDR | Active | Zone B | Part-Time | Voluntary | General - Con | MA | Lineman | Fully Meets | 2 | Wood | 1956 | 
3072 | 26-Apr-23 | 30-May-23 | Production Technician II | EW | Active | Zone B | Part-Time | Involuntary | Wireless | MA | Foreman | Fully Meets | 1 | Frye | 1986 | 
3073 | 26-Oct-22 | 16-May-23 | Production Technician II | MSC | Voluntarily Terminated | Zone A | Part-Time | Retirement | General - Con | MA | Laborer | Fully Meets | 4 | Simpson | 1987 | 
3074 | 14-Jul-20 | 27-Jun-22 | Production Technician II | NEL | Voluntarily Terminated | Zone A | Full-Time | Resignation | Splicing | MA | Splicer | Fully Meets | 1 | Singleton | 1963 | 
3075 | 12-Mar-23 |  | Production Technician II | PL | Active | Zone B | Part-Time | Unk | Fielders | MA | Engineer | Fully Meets | 5 | Meza | 1969 | 
3076 | 26-Apr-23 |  | Production Technician II | PYZ | Active | Zone C | Full-Time | Unk | General - Con | MA | Foreman | Fully Meets | 5 | Keller | 1998 | 
3077 | 17-Sep-22 | 12-Jun-23 | Production Technician I | CCDR | Active | Zone A | Temporary | Involuntary | General - Con | MA | Clerk | Fully Meets | 1 | Miles | 1958 | 
3078 | 08-Jan-21 | 01-Apr-23 | Production Technician I | SVG | Active | Zone B | Part-Time | Voluntary | General - Con | MA | Foreman | Fully Meets | 1 | Baxter | 1960 | 
3079 | 18-Dec-20 | 16-Sep-22 | Production Technician I | EW | Leave of Absence | Zone B | Part-Time | Retirement | Aerial | MA | Engineer | Fully Meets | 4 | Carter | 1973 | 
3080 | 12-Sep-20 | 22-Nov-22 | Production Technician I | MSC | Leave of Absence | Zone B | Part-Time | Voluntary | General - Con | MA | Lineman | Fully Meets | 2 | Reese | 1999 | 
