FirstName,LastName,EmployeeClassificationType,DOB,JobFunctionDescription,State,GenderCode,LocationCode,RaceDesc,MaritalDesc
Lisa,Cornett,Part-Time,11-06-1984,Driver,MA,Female,2189,Black,Widowed
Louis,Punjabhi,Full-Time,05-05-1977,Engineer,MA,Male,2109,Other,Married
Michael,Carey,Temporary,20-11-1955,Technician,MA,Male,1701,Other,Single
Earnest,Hankard,Part-Time,21-07-1986,Driller,MA,Male,2155,White,Divorced
Kimberly,Beak,Part-Time,19-01-1948,Coordinator,MA,Female,2145,Hispanic,Divorced
Jonathan R,LeBel,Full-Time,12-02-1946,Lineman,MA,Male,2050,Other,Divorced
Rick,Stoica,Full-Time,04-05-1989,Lineman,MA,Male,2301,White,Divorced
Adil,Sahoo,Temporary,20-07-1969,Engineer,MA,Male,2062,Other,Single
Barbara,Gaul,Temporary,07-02-1997,Laborer,MA,Female,2121,Asian,Married
Carla,Demita,Temporary,09-12-1944,Laborer,MA,Female,2343,Asian,Single
Paula,Gross,Full-Time,18-05-1991,Construction Manager,MA,Female,2176,Hispanic,Single
Francesco A,Barone,Full-Time,24-03-1993,Engineer,MA,Male,1810,Black,Single
Rex,England,Full-Time,09-07-1967,Administrative,MA,Male,2045,Black,Widowed
Trina,Hendrickson,Full-Time,28-06-1957,Engineer,MA,Female,2021,Hispanic,Married
Colleen,Volk,Full-Time,15-01-1949,Technician,MA,Female,2747,Asian,Divorced
Jean,Engdahl,Temporary,20-02-1981,Operator,MA,Male,2026,Asian,Married
Paris,Blake,Part-Time,31-08-1950,Foreman,MA,Male,95073,Other,Widowed
Neveah,Bird,Part-Time,19-11-1945,Laborer,MA,Male,65497,Black,Divorced
Tia,Potter,Temporary,10-03-1950,Laborer,MA,Male,37659,Other,Divorced
Alexandra,Bean,Temporary,15-04-1973,Laborer,MA,Male,74626,Other,Married
Tony,Grimes,Full-Time,20-06-1964,Laborer,MA,Male,10950,White,Widowed
Macy,Nielsen,Part-Time,05-06-1993,Laborer,MA,Male,85907,Other,Divorced
Toby,Yates,Temporary,19-02-1966,Tower Hand,MA,Female,50944,White,Single
Karlee,Davies,Part-Time,06-02-1975,Engineer,MA,Male,67113,White,Single
Hector,Escobar,Full-Time,31-07-1944,Laborer,MA,Male,37852,Hispanic,Single
Javon,Mckenzie,Temporary,28-02-1955,Foreman,MA,Male,33896,Asian,Divorced
Lilly,Huynh,Part-Time,16-07-1957,Laborer,MA,Male,88158,Hispanic,Married
Anika,Robbins,Part-Time,26-04-1951,Foreman,MA,Male,18034,White,Married
Ishaan,Robinson,Part-Time,22-10-1969,Operator,MA,Male,47540,Asian,Divorced
Paola,Macdonald,Temporary,18-06-1987,Laborer,MA,Female,14142,Black,Single
Lorelei,Sellers,Temporary,21-10-1977,Technician,MA,Male,68300,White,Married
Gillian,Riddle,Full-Time,08-03-1981,Foreman,MA,Male,85699,White,Divorced
Atticus,White,Full-Time,06-07-1967,Top Hand,MA,Male,96368,Hispanic,Widowed
Virginia,Nunez,Full-Time,13-07-2000,Laborer,MA,Female,33987,Asian,Widowed
Caden,Taylor,Full-Time,10-12-1948,Director,MA,Female,93541,White,Divorced
Brooks,Leach,Full-Time,07-02-1949,Supervisor,MA,Female,87242,Black,Widowed
Isabel,Wyatt,Temporary,04-06-1942,Manager,MA,Male,31575,Asian,Divorced
Angelo,Henry,Part-Time,08-08-1959,Laborer,MA,Male,64694,Hispanic,Widowed
Joselyn,Moss,Temporary,28-10-1946,Driller,MA,Male,43706,White,Widowed
Diamond,Mcclain,Temporary,10-05-1953,Technician,MA,Male,19908,Black,Single
Eden,Dalton,Full-Time,19-08-1981,Supervisor,MA,Male,1901,Black,Divorced
Emely,Parks,Temporary,16-05-1976,Laborer,MA,Male,1877,Hispanic,Single
Corinne,Hopkins,Temporary,26-01-1949,Drafter,MA,Female,74746,Asian,Single
Destiny,Blake,Full-Time,01-09-1991,Program Manager,MA,Female,96469,Asian,Married
Zaria,Kidd,Temporary,13-11-1964,Lineman,MA,Male,24994,Other,Married
Adam,Ingram,Part-Time,17-05-1969,Planner,MA,Male,89805,Asian,Divorced
Makenna,Foster,Part-Time,21-02-1988,Engineer,MA,Male,54859,White,Divorced
Nayeli,Keith,Temporary,10-07-1948,Foreman,MA,Male,69497,Black,Married
Devon,Shannon,Temporary,28-09-1995,Tower Hand,MA,Male,97933,White,Divorced
Lucy,Harrington,Part-Time,11-08-1977,Technician,MA,Female,56662,White,Married
Rebecca,Francis,Part-Time,03-09-1965,Foreman,MA,Female,13566,Asian,Married
Salma,Frederick,Full-Time,01-03-1953,Coordinator,MA,Male,4554,Hispanic,Married
Avery,Vance,Part-Time,30-07-1988,Driver,MA,Male,19835,White,Widowed
Stephany,Jenkins,Part-Time,22-06-1962,Supervisor,MA,Female,47920,Asian,Divorced
Brian,Kelly,Part-Time,17-04-1977,Driver,MA,Female,55399,White,Married
Keagan,Villa,Temporary,25-12-1993,Engineer,MA,Female,35224,Asian,Divorced
Kendra,Foley,Part-Time,24-02-1964,Splicer,MA,Male,39078,Hispanic,Single
Jabari,Stanton,Part-Time,10-04-1959,Laborer,MA,Male,72285,Other,Married
Phoenix,Farley,Full-Time,04-01-1996,Laborer,MA,Male,82960,Hispanic,Widowed
Aurora,Bass,Temporary,16-05-1946,Manager,MA,Male,44272,White,Divorced
Enrique,Parks,Full-Time,27-08-1973,Vp,MA,Male,56124,Other,Single
Kylie,Cox,Temporary,28-09-1975,Technician,MA,Male,19550,Hispanic,Single
Luke,Burke,Part-Time,29-07-1978,Manager,MA,Female,62651,Asian,Single
Ricardo,Mcdonald,Temporary,04-12-1992,Splicer,MA,Female,15802,Black,Married
Camila,Hodges,Part-Time,12-09-1998,Laborer,MA,Male,79678,White,Widowed
Tripp,Sanders,Temporary,19-01-1964,Engineer,MA,Male,9992,Hispanic,Single
Davin,Wade,Part-Time,03-02-2000,Flagger,MA,Male,74805,White,Widowed
Pierce,Bender,Temporary,09-07-1979,Laborer,MA,Male,42750,Hispanic,Divorced
Marin,Mosley,Temporary,22-09-1998,Technician,MA,Male,36681,Hispanic,Single
Barrett,Sosa,Part-Time,15-03-1959,Lineman,MA,Female,87892,White,Divorced
Eliezer,Briggs,Part-Time,07-12-1985,Operator,MA,Female,59827,White,Divorced
Talan,Garrett,Full-Time,25-12-1962,Laborer,MA,Male,3624,Hispanic,Widowed
Van,Griffin,Temporary,29-12-1982,Project Manager,MA,Male,80760,Hispanic,Widowed
Roger,Kaufman,Full-Time,13-04-1954,Technician,MA,Female,96266,Hispanic,Married
Ignacio,Mcintyre,Full-Time,09-08-1980,Driver,MA,Female,23357,Other,Married
Jaydon,Lambert,Temporary,11-05-1944,Technician,MA,Female,95784,Black,Single
Serenity,Carlson,Part-Time,14-04-1947,Director,MA,Male,11197,Other,Single
Leslie,Maynard,Part-Time,26-05-1994,Administrative,MA,Male,62490,White,Married
Craig,Sherman,Full-Time,29-04-1952,Lineman,MA,Male,20276,White,Widowed
Lilyana,Huffman,Full-Time,03-01-1975,Laborer,MA,Male,31155,White,Married
Jacey,Reeves,Full-Time,25-03-1989,Laborer,MA,Male,11072,Asian,Married
Madyson,Silva,Full-Time,16-11-1943,Technician,MA,Female,95191,Asian,Divorced
Liberty,Poole,Part-Time,11-04-1995,Project Manager,MA,Female,81501,White,Divorced
Antonio,Romero,Part-Time,07-10-1988,Lineman,MA,Female,8731,Black,Divorced
Jaylen,Butler,Temporary,10-07-1944,Intern,MA,Male,32946,Asian,Single
Gloria,Marks,Temporary,13-05-1945,Director,MA,Male,93005,Black,Single
Jaylee,Cunningham,Part-Time,06-09-1969,Foreman,MA,Male,72072,Black,Married
Jordon,Wyatt,Part-Time,29-04-2000,Engineer,MA,Male,74671,Hispanic,Divorced
Darien,Doyle,Temporary,14-10-1961,Foreman,MA,Male,6774,Hispanic,Married
Ryan,Rollins,Temporary,16-07-1965,Laborer,MA,Female,90492,Black,Widowed
Manuel,Haley,Temporary,02-12-1942,Technician,MA,Male,31013,Black,Married
Litzy,Lloyd,Part-Time,07-09-1942,Technician,MA,Male,31828,Asian,Widowed
Jett,York,Part-Time,18-06-1979,Foreman,MA,Female,60312,White,Single
Natalia,Bush,Full-Time,02-09-1955,Technician,MA,Female,31642,White,Divorced
Mallory,Carey,Full-Time,26-06-1966,Laborer,MA,Female,81717,Black,Married
Pierre,Tate,Temporary,28-01-1946,Project Manager,MA,Male,59518,White,Single
Shannon,Hurst,Full-Time,27-07-1949,Technician,MA,Male,4583,Hispanic,Single
Carleigh,Schultz,Part-Time,29-07-1972,Technician,MA,Male,6816,Hispanic,Divorced
Rihanna,Briggs,Part-Time,05-03-1967,Construction Manager,MA,Male,26839,Black,Divorced
Eden,Levy,Temporary,20-11-1946,Laborer,MA,Male,87984,Other,Widowed
Nathanial,Davis,Part-Time,06-04-1994,Operator,MA,Male,70147,Other,Widowed
Eileen,Beard,Full-Time,18-12-1945,Executive,MA,Female,76409,Hispanic,Married
Kale,Potter,Full-Time,18-02-1979,Clerk,MA,Female,75727,Black,Single
Sage,Boyer,Temporary,16-08-1952,Director,MA,Female,14553,White,Married
Dane,Owens,Part-Time,01-11-1974,Laborer,MA,Male,93847,White,Single
Colin,Simpson,Temporary,14-01-1974,Engineer,MA,Male,22983,Other,Married
Rachel,Buckley,Part-Time,07-03-1945,Engineer,MA,Male,36227,Other,Divorced
Maria,Cameron,Part-Time,31-10-1961,Laborer,MA,Male,54190,Black,Married
Judith,Savage,Full-Time,13-07-1986,Technician,MA,Male,31403,White,Widowed
Randall,West,Part-Time,14-07-1943,Engineer,MA,Male,13985,Other,Single
Caitlin,Palmer,Temporary,09-12-1943,Coordinator,MA,Male,14407,Other,Widowed
Luke,Heath,Full-Time,26-12-1995,Technician,MA,Male,37065,Asian,Single
Esperanza,Horne,Part-Time,27-08-1969,Foreman,MA,Female,26583,White,Divorced
Jadon,Mata,Temporary,07-09-1951,Driller,MA,Female,49151,Hispanic,Single
Gillian,Hawkins,Temporary,15-06-1994,Manager,MA,Female,75033,White,Single
Lisa,Griffin,Temporary,25-05-1946,Vp,MA,Male,64530,Black,Married
Nelson,Carpenter,Full-Time,22-03-1943,Lineman,MA,Male,53404,Black,Widowed
Sanai,Sweeney,Part-Time,08-09-1950,Vp,MA,Male,32806,Black,Married
Tania,Taylor,Part-Time,27-04-1953,Project Manager,MA,Male,46150,Hispanic,Divorced
Greta,Horne,Full-Time,03-12-1967,Operator,MA,Male,97145,Hispanic,Married
Jordyn,Snyder,Full-Time,12-09-1998,Supervisor,MA,Male,92640,Hispanic,Divorced
Alex,Collins,Full-Time,12-12-1953,Engineer,MA,Male,26011,White,Divorced
Harley,Walker,Temporary,03-06-1981,Administrative,MA,Female,60773,Black,Divorced
Luka,Novak,Temporary,09-04-1957,Warehouse Technician,MA,Female,91201,Asian,Divorced
Skylar,Riggs,Part-Time,28-12-1944,Manager,MA,Female,51590,Asian,Widowed
Shania,Barrera,Part-Time,11-08-1957,Contracts,MA,Male,26501,Black,Married
Trystan,Fernandez,Full-Time,15-11-1962,Vp,MA,Male,97759,Black,Married
Aimee,Berg,Temporary,21-08-2000,Safety Manager,MA,Female,89647,Black,Single
Kyson,Scott,Full-Time,22-04-1956,Laborer,MA,Male,19510,Asian,Divorced
Lamar,Kirk,Full-Time,29-11-1978,Welder,MA,Male,85827,Asian,Widowed
Slade,Lynn,Full-Time,02-07-1960,Operator,MA,Male,74091,Hispanic,Married
Riley,Leon,Part-Time,14-09-1979,Technician,MA,Male,76359,Other,Married
Humberto,Yoder,Part-Time,27-01-1977,Groundman,MA,Male,61247,Asian,Single
Michelle,Pearson,Temporary,30-10-1983,Supervisor,MA,Male,93231,Asian,Married
Natalya,Reyes,Temporary,27-04-1987,Shop,MA,Female,22862,Black,Married
Celia,Mcpherson,Temporary,26-04-1983,Foreman,MA,Female,74469,White,Widowed
Matias,Barton,Temporary,25-10-1988,Engineer,MA,Female,53693,Hispanic,Single
Caitlyn,Vaughan,Full-Time,20-07-1988,Director,MA,Male,89622,Black,Single
Addyson,Pollard,Temporary,16-08-1995,Laborer,MA,Male,7700,Black,Widowed
Laila,Wiggins,Full-Time,06-12-1960,Lineman,MA,Male,26250,Hispanic,Divorced
Terrance,Wiggins,Temporary,25-01-1945,Foreman,MA,Male,73855,White,Divorced
Aliza,Pace,Full-Time,22-07-1949,Foreman,MA,Male,34327,White,Single
Mauricio,Stein,Temporary,11-04-1998,Top Hand,MA,Male,9647,Asian,Married
Gia,Winters,Part-Time,28-11-1979,Laborer,MA,Male,68059,Other,Divorced
Aidyn,Cuevas,Part-Time,10-06-1963,Mechanic,MA,Female,48860,Hispanic,Widowed
Angel,Santos,Full-Time,09-01-1987,Coordinator,MA,Female,53945,Other,Single
Johnathan,Huerta,Part-Time,29-04-1992,Coordinator,MA,Male,26846,Other,Single
Katelyn,Garner,Temporary,01-10-1952,Locator,MA,Male,32806,White,Widowed
Deshawn,Ayers,Part-Time,21-12-1991,Foreman,MA,Female,52065,White,Single
Siena,Meadows,Part-Time,11-03-1961,Laborer,MA,Female,34499,Black,Widowed
Presley,Padilla,Full-Time,26-02-1998,Engineer,MA,Male,14416,Asian,Single
Marquis,Atkinson,Part-Time,05-10-1946,Technician,MA,Female,84227,Other,Widowed
Gillian,Williams,Full-Time,05-12-1973,Warehouse,MA,Male,96294,Asian,Divorced
Anabel,Hanna,Part-Time,11-02-1979,Technician,MA,Male,87232,Asian,Divorced
Celeste,Branch,Part-Time,04-03-1962,Supervisor,MA,Male,38430,White,Widowed
Shyanne,Cooper,Temporary,06-04-1980,Coordinator,MA,Male,49657,Asian,Single
Nancy,Barrett,Part-Time,02-10-1941,Laborer,MA,Female,45022,Hispanic,Single
Ronan,Burke,Full-Time,10-01-1946,Laborer,MA,Female,89600,White,Divorced
Estrella,Ho,Full-Time,17-12-1952,Administrative,MA,Male,3468,Asian,Divorced
Conor,Petty,Temporary,30-05-1962,Field Project Manager,MA,Male,72466,Black,Widowed
Cheyanne,Munoz,Part-Time,15-10-1950,Splicer,MA,Male,70198,Hispanic,Divorced
Jaycee,Osborn,Part-Time,02-12-1972,Laborer,MA,Male,56864,Hispanic,Widowed
Jordyn,Patel,Part-Time,03-09-1992,Technician,MA,Male,14468,Asian,Widowed
Michael,Acosta,Temporary,27-01-1953,Administrator,MA,Male,92604,White,Single
Janiah,Ball,Part-Time,25-12-1991,Technician,MA,Male,79382,Other,Widowed
Brice,Medina,Full-Time,08-05-1979,Lineman,MA,Female,2719,Black,Widowed
Ismael,Bowers,Part-Time,07-11-1988,Administrative,MA,Female,29718,White,Single
Caden,Silva,Part-Time,11-02-1959,Technician,MA,Male,80589,Hispanic,Single
Yadira,Dean,Part-Time,08-08-1957,Lineman,MA,Female,66834,Asian,Divorced
Miles,Roberts,Full-Time,25-04-1993,Laborer,MA,Female,69281,Other,Married
Joel,Spence,Part-Time,01-07-1980,Technician,MA,Female,79321,White,Married
Kole,Garrison,Part-Time,15-05-1979,Foreman,MA,Male,84575,Asian,Married
Kaylin,Andersen,Temporary,18-09-1972,Administrator,MA,Male,65881,Other,Divorced
Yareli,Valdez,Temporary,08-12-1999,Driver,MA,Male,27671,Black,Widowed
Rubi,Sanford,Part-Time,18-02-1982,Supervisor,MA,Male,53549,Black,Divorced
Jayden,Bolton,Part-Time,12-04-1972,Lineman,MA,Female,49168,Hispanic,Divorced
Izabella,Watson,Temporary,05-06-1986,Laborer,MA,Female,70404,White,Widowed
Jon,Galvan,Full-Time,20-03-1999,Supervisor,MA,Female,13746,Black,Widowed
Halle,Chan,Temporary,11-07-1969,Technician,MA,Male,12946,Hispanic,Single
Braeden,Moss,Full-Time,13-01-1948,Intern,MA,Male,6449,Hispanic,Widowed
Fernando,Mcdowell,Part-Time,13-03-1949,Laborer,MA,Male,52150,White,Single
Triston,Ewing,Temporary,14-11-1963,Laborer,MA,Male,63659,Asian,Widowed
Pablo,Yates,Part-Time,09-12-1995,Groundman,MA,Male,6131,White,Divorced
Jordan,Hayes,Part-Time,15-09-1984,Lineman,MA,Male,80724,Asian,Married
Kianna,Wilkerson,Temporary,23-07-1952,Supervisor,MA,Male,53421,Black,Married
Paul,Steele,Full-Time,11-12-1972,Lineman,MA,Male,43780,White,Married
Jason,Moyer,Full-Time,23-07-1980,Administrative,MA,Female,40426,Hispanic,Single
Larissa,Taylor,Part-Time,05-12-1972,Supervisor,MA,Female,2982,Black,Single
Aryanna,Larson,Full-Time,26-04-1994,Engineer,MA,Male,16333,Hispanic,Divorced
Eliana,Hammond,Part-Time,01-03-1949,Technician,MA,Female,21328,Black,Widowed
Adrien,Krause,Part-Time,14-02-1963,Laborer,MA,Female,26651,Other,Single
Annie,Galloway,Part-Time,08-04-1952,Engineer,MA,Female,62663,Other,Widowed
Kamryn,Mckinney,Temporary,21-08-1976,Foreman,MA,Male,26477,White,Widowed
Dahlia,Waller,Full-Time,29-06-1984,Technician,MA,Male,8439,Black,Divorced
Alonzo,Bradley,Temporary,18-08-1958,Foreman,MA,Male,11214,Asian,Divorced
Harley,Soto,Temporary,29-10-1999,Manager,MA,Male,10150,Other,Single
Belen,Vasquez,Temporary,04-11-1957,Splicer,MA,Female,92718,Hispanic,Single
Charlize,Rocha,Temporary,04-01-1943,Manager,MA,Female,75308,White,Married
Aleena,David,Part-Time,05-10-1943,Foreman,MA,Female,16532,Black,Widowed
Bridger,Alvarado,Full-Time,26-04-1952,Technician,MA,Female,16292,Black,Widowed
Cannon,Morgan,Full-Time,19-03-1957,Technician,MA,Male,95723,Other,Widowed
Weston,Ramsey,Part-Time,10-08-1955,Coordinator,MA,Female,10422,Black,Widowed
Adison,Ray,Part-Time,14-06-1959,Technician,MA,Male,17669,Other,Married
Aarav,Espinoza,Full-Time,15-12-1999,Project Manager,MA,Male,51029,Hispanic,Widowed
Destiney,Barry,Temporary,13-01-1960,Foreman,MA,Male,58080,Hispanic,Single
Ulises,Herring,Full-Time,09-04-1945,Administration,MA,Male,8328,Black,Divorced
Marquis,Cardenas,Temporary,30-08-1942,Lineman,MA,Male,1015,Hispanic,Widowed
Miya,Cruz,Part-Time,21-09-1976,Technician,MA,Female,30280,White,Divorced
Erin,Floyd,Full-Time,20-12-1977,Laborer,MA,Female,24889,Asian,Divorced
Gerald,Johnston,Full-Time,03-10-1982,Technician,MA,Female,2798,Hispanic,Single
Kendrick,Snyder,Full-Time,04-09-1975,Driver,MA,Male,1654,Other,Married
Alyssa,Proctor,Full-Time,02-06-1958,Driller,MA,Female,88998,Other,Divorced
Manuel,Stout,Temporary,04-01-1957,Driller,MA,Female,90813,Hispanic,Divorced
Joanna,Bradley,Temporary,23-04-1961,Laborer,MA,Male,24429,White,Divorced
Sade,Smith,Part-Time,06-12-1983,Administrator,MA,Female,2130,Other,Married
Lowan M,Biden,Temporary,05-06-1981,Technician,MA,Female,2027,Black,Single
Lauren,Peters,Part-Time,28-12-1987,Laborer,MA,Female,1886,Hispanic,Married
Shenice,Gold,Temporary,30-04-1982,Clerk,MA,Female,2451,Hispanic,Widowed
Brigit,McCarthy,Temporary,07-10-1996,Splicer,MA,Female,2149,White,Divorced
Cherly,Robinson,Part-Time,03-04-1948,Laborer,MA,Female,1460,Other,Widowed
Jacquelyn,Williams,Part-Time,14-06-1951,Flagger,MA,Female,2109,Other,Married
Kayla,Peterson,Part-Time,06-02-1945,Laborer,MA,Female,1749,Black,Single
Bradley J,Knapp,Temporary,17-06-1948,Engineer,MA,Male,1721,Asian,Married
Richard,Newman,Temporary,19-01-1992,Laborer,MA,Male,2136,Hispanic,Divorced
Benjamin,Burkett,Temporary,10-12-1987,Supervisor,MA,Male,1890,Black,Divorced
Sam,Athwal,Part-Time,11-09-1981,Supervisor,MA,Male,2199,Hispanic,Divorced
Lauren,Mahoney,Temporary,16-06-2001,Laborer,MA,Female,2189,Other,Widowed
Theresa,Tinto,Temporary,09-09-1957,Technician,MA,Female,1876,Hispanic,Divorced
Caroline,Cierpiszewski,Full-Time,25-12-1979,Foreman,MA,Female,2044,Black,Single
Tanya,Foreman,Temporary,24-01-1952,Technician,MA,Female,2170,Other,Married
Roger,Walker,Temporary,15-04-1962,Lineman,MA,Male,2459,Hispanic,Widowed
Tayana,Jeannite,Temporary,03-04-1975,Engineer,MA,Female,1821,Black,Divorced
Anthony,Heitzman,Part-Time,17-09-1970,Supervisor,MA,Male,2149,Hispanic,Married
Violeta,Ferreira,Temporary,11-01-1971,Coordinator,MA,Female,2176,Asian,Single
Geoff,Dickinson,Full-Time,20-02-1966,Welder,MA,Male,2180,Other,Single
Justice,Gentry,Part-Time,18-01-1972,Lineman,MA,Male,85255,Hispanic,Married
Kason,Kramer,Temporary,26-05-1942,Project Manager,MA,Female,75699,Hispanic,Widowed
Alfredo,Perry,Part-Time,28-05-1999,Laborer,MA,Female,64116,White,Single
Skyler,Drake,Full-Time,17-03-1999,Technician,MA,Female,5676,White,Single
Moshe,Copeland,Part-Time,18-10-1973,Laborer,MA,Female,59966,Asian,Married
Harley,Nunez,Full-Time,07-01-1946,Technician,MA,Male,81311,White,Widowed
Sammy,Walter,Temporary,10-05-1953,Engineer,MA,Male,14098,Other,Married
Ronnie,Haas,Full-Time,17-10-1954,Technician,MA,Male,43823,Other,Single
Kira,Robertson,Temporary,30-09-1989,Locator,MA,Female,30175,Other,Widowed
Jaqueline,Ford,Part-Time,30-06-1985,Operator,MA,Female,14649,Other,Married
Trace,Cherry,Part-Time,02-06-1968,Groundman,MA,Male,19677,White,Widowed
Travis,Cardenas,Part-Time,16-03-1970,Project Manager,MA,Male,3588,Asian,Divorced
Reyna,Hicks,Full-Time,27-09-1973,Technician,MA,Male,52789,Other,Single
Trent,Sandoval,Part-Time,15-10-1942,Laborer,MA,Male,5140,Asian,Widowed
Reginald,Dougherty,Part-Time,16-05-1991,Laborer,MA,Female,55498,White,Widowed
Paul,Greer,Part-Time,31-08-1990,Groundman,MA,Female,40722,Other,Single
Tiara,Velez,Full-Time,24-01-1996,Laborer,MA,Female,77466,Asian,Divorced
Mareli,Wilson,Part-Time,20-01-1943,Technician,MA,Female,57657,Hispanic,Widowed
Efrain,Underwood,Full-Time,26-07-1968,Laborer,MA,Female,88958,Asian,Single
Madeline,Powell,Full-Time,13-10-1949,Technician,MA,Female,22812,Black,Married
Alfred,Goodman,Full-Time,06-03-1977,Construction Manager,MA,Female,96960,Black,Widowed
Aracely,Kelly,Part-Time,01-05-1997,Engineer,MA,Male,14887,White,Married
Morgan,Velazquez,Temporary,15-03-1947,Flagger,MA,Male,33080,Other,Married
Isla,Becker,Full-Time,11-02-1954,Engineer,MA,Female,51348,Hispanic,Widowed
Scott,Sanford,Temporary,28-05-1950,Manager,MA,Female,3143,Asian,Single
Deja,Ritter,Full-Time,25-03-1982,Splicer,MA,Female,35422,Asian,Widowed
Amelia,Gamble,Temporary,17-07-1967,Flagger,MA,Male,81914,Hispanic,Single
Pranav,Middleton,Part-Time,14-06-1976,Clerk,MA,Male,56005,Hispanic,Single
Moshe,Hunter,Part-Time,02-07-2000,Accounting,MA,Male,19295,Black,Widowed
Arjun,Gibson,Full-Time,12-12-1994,Laborer,MA,Female,89360,Other,Divorced
Alaina,Jenkins,Part-Time,13-06-1974,Manager,MA,Female,77355,Black,Widowed
Elyse,Morrow,Full-Time,21-09-1979,Administrative,MA,Female,26467,Asian,Married
Lincoln,Brady,Part-Time,07-01-1944,Technician,MA,Male,8903,Black,Widowed
Allisson,Braun,Temporary,14-05-1987,Administrative,MA,Male,95247,Other,Single
Leonel,Chang,Full-Time,16-07-1976,Laborer,MA,Male,23955,Other,Married
Marshall,Lucas,Part-Time,30-01-1958,Technician,MA,Female,46410,Black,Widowed
Haiden,Scott,Full-Time,28-03-1962,Supervisor,MA,Female,51804,Hispanic,Widowed
Kyan,Miranda,Temporary,29-03-1999,Technician,MA,Female,10677,Black,Married
Ayanna,Garrison,Part-Time,05-08-1943,Lineman,MA,Female,80801,Asian,Divorced
Alan,Woods,Full-Time,08-05-1943,Administrative,MA,Female,7984,White,Single
Teagan,Phelps,Temporary,02-05-2000,Engineer,MA,Female,32254,Asian,Married
Malachi,Burnett,Full-Time,14-06-1959,Clerk,MA,Female,5819,Asian,Widowed
Kadin,Mcdowell,Part-Time,10-08-1953,Laborer,MA,Female,51064,White,Single
Reed,Brandt,Temporary,13-07-1960,Supervisor,MA,Male,88435,Asian,Married
Cristofer,Schwartz,Full-Time,10-11-1941,Supervisor,MA,Male,48042,Asian,Married
Jaelynn,Salazar,Part-Time,17-03-1946,Field Project Manager,MA,Male,54212,White,Divorced
Macie,Hayes,Temporary,04-05-1967,Foreman,MA,Female,26202,White,Single
Rodney,Snow,Temporary,14-09-1950,Director,MA,Female,33464,Other,Divorced
Reece,Potts,Temporary,28-06-1957,Administrator,MA,Female,94333,White,Widowed
Catalina,Eaton,Full-Time,06-10-1989,Director,MA,Male,38200,Asian,Married
Heidi,Manning,Temporary,20-08-1955,Laborer,MA,Male,76217,White,Divorced
Marquis,Johns,Temporary,24-03-1966,Supervisor,MA,Female,91829,Other,Single
Areli,Torres,Full-Time,01-02-1984,Groundman,MA,Female,31946,White,Divorced
Rey,Morton,Full-Time,22-04-2000,Laborer,MA,Female,2308,White,Single
Deven,Gillespie,Temporary,24-06-1961,Engineer,MA,Female,44194,White,Widowed
Rowan,Gilbert,Full-Time,06-03-1963,Supervisor,MA,Male,48124,Black,Widowed
Cullen,Ruiz,Part-Time,27-02-1966,Laborer,MA,Male,16165,White,Single
Kamron,Goodwin,Temporary,10-02-1968,Engineer,MA,Male,64494,Other,Single
Claudia,Melton,Full-Time,05-06-1983,Supervisor,MA,Female,85307,Other,Single
Francesca,Lowe,Full-Time,03-10-1965,Administrative,MA,Female,33237,White,Married
Violet,Horn,Part-Time,13-03-1978,Apprentice,MA,Female,34381,White,Married
Carlie,Wagner,Temporary,12-05-1948,Laborer,MA,Female,96062,Asian,Married
Harmony,Pruitt,Full-Time,22-09-1970,Splicer,MA,Female,78746,White,Single
Briley,Huerta,Temporary,13-02-1972,Lineman,MA,Female,96336,Asian,Widowed
Ean,Barajas,Full-Time,09-06-1948,Project Coordinator,MA,Female,60154,White,Single
Dayana,Gregory,Full-Time,04-01-1958,Lineman,MA,Female,34734,Asian,Widowed
Zaniyah,Mccarthy,Full-Time,26-10-1949,Laborer,MA,Male,59668,White,Married
Matthias,Simon,Part-Time,04-11-1987,Technician,MA,Male,83604,Other,Divorced
Lyric,Butler,Temporary,29-10-1943,Manager,MA,Female,56056,Other,Divorced
Bridger,Duran,Temporary,01-02-1988,Laborer,MA,Female,58387,Black,Divorced
Amirah,Cline,Temporary,19-08-1965,Coordinator,MA,Male,93290,Asian,Divorced
Izaiah,Gallagher,Temporary,05-08-1972,Coordinator,MA,Female,73253,White,Widowed
Marcelo,Galvan,Part-Time,03-01-1951,Coordinator,MA,Male,13893,Asian,Widowed
Kaylynn,Odom,Full-Time,26-09-1956,Foreman,MA,Male,51434,Other,Married
Oliver,Dalton,Temporary,16-11-1987,Supervisor,MA,Female,71004,Asian,Divorced
Patience,Henry,Part-Time,21-10-1983,Supervisor,MA,Female,46847,Other,Widowed
London,Pennington,Full-Time,23-08-1962,Laborer,MA,Female,76345,Other,Divorced
Anna,Salazar,Temporary,07-10-1976,Tower Hand,MA,Female,15364,Black,Divorced
Vicente,Davis,Full-Time,12-04-1967,Operator,MA,Male,2005,Hispanic,Divorced
Annabel,Lewis,Part-Time,21-03-1982,Technician,MA,Male,50527,Hispanic,Single
Alana,Nunez,Temporary,02-05-1947,Assistant,MA,Male,21620,Asian,Single
Jaylen,Donaldson,Temporary,14-02-1999,Clerk,MA,Female,92533,White,Married
Malakai,Shelton,Temporary,05-05-1972,Laborer,MA,Female,7528,White,Divorced
